"UNIPROT","SYMBOL","ENSEMBL","ENTREZID","GENETYPE"
"Q9BU76","C1orf35","ENSG00000143793","79169","protein-coding"
"Q7Z408","CSMD2","ENSG00000121904","114784","protein-coding"
"O15018","PDZD2","ENSG00000133401","23037","protein-coding"
"Q68D10","SPTY2D1","ENSG00000179119","144108","protein-coding"
"Q6V0I7","FAT4","ENSG00000196159","79633","protein-coding"
"P62805","H4C9","ENSG00000276180","8294","protein-coding"
"P62805","H4C1","ENSG00000278637","8359","protein-coding"
"P62805","H4C4","ENSG00000277157","8360","protein-coding"
"P62805","H4C6","ENSG00000274618","8361","protein-coding"
"P62805","H4C12","ENSG00000273542","8362","protein-coding"
"P62805","H4C11","ENSG00000197238","8363","protein-coding"
"P62805","H4C3","ENSG00000197061","8364","protein-coding"
"P62805","H4C8","ENSG00000158406","8365","protein-coding"
"P62805","H4C2","ENSG00000278705","8366","protein-coding"
"P62805","H4C5","ENSG00000276966","8367","protein-coding"
"P62805","H4C13","ENSG00000275126","8368","protein-coding"
"P62805","H4C14","ENSG00000270882","8370","protein-coding"
"P62805","H4-16","ENSG00000197837","121504","protein-coding"
"P62805","H4C15","ENSG00000270276","554313","protein-coding"
"Q9UPA5","BSN","ENSG00000164061","8927","protein-coding"
"Q86UU0","BCL9L","ENSG00000186174","283149","protein-coding"
"Q8TEW0","PARD3","ENSG00000148498","56288","protein-coding"
"Q15485","FCN2","ENSG00000160339","2220","protein-coding"
"Q3LI60","KRTAP20-3","ENSG00000206104","337985","protein-coding"
"P08047","SP1","ENSG00000185591","6667","protein-coding"
"Q9UJW7","ZNF229","ENSG00000278318","7772","protein-coding"
"Q8TF01","PNISR","ENSG00000132424","25957","protein-coding"
"O60494","CUBN","ENSG00000107611","8029","protein-coding"
"O15417","TNRC18","ENSG00000182095","84629","protein-coding"
"O00479","HMGN4","ENSG00000182952","10473","protein-coding"
"O15014","ZNF609","ENSG00000180357","23060","protein-coding"
"Q8N5F7","NKAP","ENSG00000101882","79576","protein-coding"
"Q86VY4","TSPYL5","ENSG00000180543","85453","protein-coding"
"O75475","PSIP1","ENSG00000164985","11168","protein-coding"
"Q9Y6C2","EMILIN1","ENSG00000138080","11117","protein-coding"
"Q8TAD8","SNIP1","ENSG00000163877","79753","protein-coding"
"O14646","CHD1","ENSG00000153922","1105","protein-coding"
"Q9P281","BAHCC1","ENSG00000266074","57597","protein-coding"
"B2RXH8","HNRNPCL2","ENSG00000275774","440563","protein-coding"
"B2RXH8","HNRNPCL2","ENSG00000274109","440563","protein-coding"
"B2RXH8","HNRNPCL2","ENSG00000282530","440563","protein-coding"
"B2RXH8","HNRNPCL2","ENSG00000283370","440563","protein-coding"
"Q8TE04","PANK1","ENSG00000152782","53354","protein-coding"
"Q6ZQX7","C17orf97","ENSG00000187624","400566","protein-coding"
"Q6ZQX7","C17orf97","ENSG00000283985","400566","protein-coding"
"Q92838","EDA","ENSG00000158813","1896","protein-coding"
"Q86WP2","GPBP1","ENSG00000062194","65056","protein-coding"
"Q16630","CPSF6","ENSG00000111605","11052","protein-coding"
"Q02880","TOP2B","ENSG00000077097","7155","protein-coding"
"Q9P2D1","CHD7","ENSG00000171316","55636","protein-coding"
"Q53LP3","SOWAHC","ENSG00000198142","65124","protein-coding"
"Q9H7S9","ZNF703","ENSG00000183779","80139","protein-coding"
"Q86SX6","GLRX5","ENSG00000182512","51218","protein-coding"
"Q8N7U7","TPRX1","ENSG00000178928","284355","protein-coding"
"P05060","CHGB","ENSG00000089199","1114","protein-coding"
"P25685","DNAJB1","ENSG00000132002","3337","protein-coding"
"Q86VM9","ZC3H18","ENSG00000158545","124245","protein-coding"
"Q15648","MED1","ENSG00000125686","5469","protein-coding"
"P15880","RPS2","ENSG00000140988","6187","protein-coding"
"Q9UDY4","DNAJB4","ENSG00000162616","11080","protein-coding"
"Q92504","SLC39A7","ENSG00000112473","7922","protein-coding"
"Q92504","SLC39A7","ENSG00000229802","7922","protein-coding"
"Q92504","SLC39A7","ENSG00000206288","7922","protein-coding"
"Q92504","SLC39A7","ENSG00000227402","7922","protein-coding"
"Q92504","SLC39A7","ENSG00000226614","7922","protein-coding"
"Q92504","SLC39A7","ENSG00000224399","7922","protein-coding"
"Q9Y4H2","IRS2","ENSG00000185950","8660","protein-coding"
"Q96AQ6","PBXIP1","ENSG00000163346","57326","protein-coding"
"Q99967","CITED2","ENSG00000164442","10370","protein-coding"
"Q9Y5S9","RBM8A","ENSG00000265241","9939","protein-coding"
"Q9BXJ0","C1QTNF5","ENSG00000223953","114902","protein-coding"
"O15173","PGRMC2","ENSG00000164040","10424","protein-coding"
"Q5BKY9","FAM133B","ENSG00000234545","257415","protein-coding"
"C9JLR9","ZFTA","ENSG00000188070","65998","protein-coding"
"Q13523","PRPF4B","ENSG00000112739","8899","protein-coding"
"Q9P258","RCC2","ENSG00000179051","55920","protein-coding"
"Q9P258","RCC2","ENSG00000281540","55920","protein-coding"
"Q12948","FOXC1","ENSG00000054598","2296","protein-coding"
"Q8TF20","ZNF721","ENSG00000182903","170960","protein-coding"
"Q96MU7","YTHDC1","ENSG00000083896","91746","protein-coding"
"Q96MU7","YTHDC1","ENSG00000275272","91746","protein-coding"
"P35556","FBN2","ENSG00000138829","2201","protein-coding"
"Q6PID8","KLHDC10","ENSG00000128607","23008","protein-coding"
"Q9H0J4","QRICH2","ENSG00000129646","84074","protein-coding"
"Q2VWA4","SKOR2","ENSG00000215474","652991","protein-coding"
"P61978","HNRNPK","ENSG00000165119","3190","protein-coding"
"O14924","RGS12","ENSG00000159788","6002","protein-coding"
"Q7Z6W7","DNAJB7","ENSG00000172404","150353","protein-coding"
"P49006","MARCKSL1","ENSG00000175130","65108","protein-coding"
"Q9BXP5","SRRT","ENSG00000087087","51593","protein-coding"
"Q96AH0","NABP1","ENSG00000173559","64859","protein-coding"
"Q9Y6R7","FCGBP","ENSG00000275395","8857","protein-coding"
"Q9Y6R7","FCGBP","ENSG00000281123","8857","protein-coding"
"Q8TDI0","CHD5","ENSG00000116254","26038","protein-coding"
"O60422","ONECUT3","ENSG00000205922","390874","protein-coding"
"Q86U42","PABPN1","ENSG00000100836","8106","protein-coding"
"Q9BR39","JPH2","ENSG00000149596","57158","protein-coding"
"P51116","FXR2","ENSG00000129245","9513","protein-coding"
"P31689","DNAJA1","ENSG00000086061","3301","protein-coding"
"Q5TF21","SOGA3","ENSG00000255330","387104","protein-coding"
"Q5TF21","SOGA3","ENSG00000214338","387104","protein-coding"
"Q12873","CHD3","ENSG00000170004","1107","protein-coding"
"Q7Z2K8","GPRIN1","ENSG00000169258","114787","protein-coding"
"P08779","KRT16","ENSG00000186832","3868","protein-coding"
"O95678","KRT75","ENSG00000170454","9119","protein-coding"
"Q5JU85","IQSEC2","ENSG00000124313","23096","protein-coding"
"O95886","DLGAP3","ENSG00000116544","58512","protein-coding"
"O43290","SART1","ENSG00000175467","9092","protein-coding"
"Q5RHP9","ERICH3","ENSG00000178965","127254","protein-coding"
"Q9NZR2","LRP1B","ENSG00000168702","53353","protein-coding"
"O60841","EIF5B","ENSG00000158417","9669","protein-coding"
"P62937","PPIA","ENSG00000196262","5478","protein-coding"
"Q6RI45","BRWD3","ENSG00000165288","254065","protein-coding"
"O60299","LZTS3","ENSG00000088899","9762","protein-coding"
"Q92834","RPGR","ENSG00000156313","6103","protein-coding"
"P15884","TCF4","ENSG00000196628","6925","protein-coding"
"Q9Y5A9","YTHDF2","ENSG00000198492","51441","protein-coding"
"Q9HCH0","NCKAP5L","ENSG00000167566","57701","protein-coding"
"O14602","EIF1AY","ENSG00000198692","9086","protein-coding"
"Q03164","KMT2A","ENSG00000118058","4297","protein-coding"
"Q8TDW7","FAT3","ENSG00000165323","120114","protein-coding"
"Q9BVL2","NUP58","ENSG00000139496","9818","protein-coding"
"Q6PKG0","LARP1","ENSG00000155506","23367","protein-coding"
"P14209","CD99","ENSG00000002586","4267","protein-coding"
"Q15050","RRS1","ENSG00000179041","23212","protein-coding"
"Q0VDD7","BRME1","ENSG00000132016","79173","protein-coding"
"Q0VDD7","BRME1","ENSG00000288152","79173","protein-coding"
"Q6N022","TENM4","ENSG00000149256","26011","protein-coding"
"P17931","LGALS3","ENSG00000131981","3958","protein-coding"
"P13646","KRT13","ENSG00000171401","3860","protein-coding"
"O00267","SUPT5H","ENSG00000196235","6829","protein-coding"
"Q9UBV8","PEF1","ENSG00000162517","553115","protein-coding"
"Q8TBM8","DNAJB14","ENSG00000164031","79982","protein-coding"
"Q6AZY7","SCARA3","ENSG00000168077","51435","protein-coding"
"P07996","THBS1","ENSG00000137801","7057","protein-coding"
"Q8NB50","ZFP62","ENSG00000196670","643836","protein-coding"
"Q9NQ38","SPINK5","ENSG00000133710","11005","protein-coding"
"Q8N9E0","FAM133A","ENSG00000179083","286499","protein-coding"
"Q86UW8","HAPLN4","ENSG00000187664","404037","protein-coding"
"P02533","KRT14","ENSG00000186847","3861","protein-coding"
"Q8IWL1","SFTPA2","ENSG00000185303","729238","protein-coding"
"O94850","DDN","ENSG00000181418","23109","protein-coding"
"P49840","GSK3A","ENSG00000105723","2931","protein-coding"
"O60812","HNRNPCL1","ENSG00000179172","343069","protein-coding"
"O60812","HNRNPCL1","ENSG00000282175","343069","protein-coding"
"Q6GQQ9","OTUD7B","ENSG00000264522","56957","protein-coding"
"Q8TDD2","SP7","ENSG00000170374","121340","protein-coding"
"P47813","EIF1AX","ENSG00000173674","1964","protein-coding"
"P43243","MATR3","ENSG00000015479","9782","protein-coding"
"P43243","MATR3","ENSG00000280987","9782","protein-coding"
"Q9UGM3","DMBT1","ENSG00000187908","1755","protein-coding"
"Q8WXG9","ADGRV1","ENSG00000164199","84059","protein-coding"
"P46013","MKI67","ENSG00000148773","4288","protein-coding"
"Q8IVL0","NAV3","ENSG00000067798","89795","protein-coding"
"Q5XKE5","KRT79","ENSG00000185640","338785","protein-coding"
"Q96RW7","HMCN1","ENSG00000143341","83872","protein-coding"
"P18754","RCC1","ENSG00000180198","1104","protein-coding"
"Q9NT68","TENM2","ENSG00000145934","57451","protein-coding"
"Q07954","LRP1","ENSG00000123384","4035","protein-coding"
"P45877","PPIC","ENSG00000168938","5480","protein-coding"
"P35568","IRS1","ENSG00000169047","3667","protein-coding"
"Q99456","KRT12","ENSG00000187242","3859","protein-coding"
"Q99456","KRT12","ENSG00000263243","3859","protein-coding"
"Q8N3D4","EHBP1L1","ENSG00000173442","254102","protein-coding"
"A6NFI3","ZNF316","ENSG00000205903","100131017","protein-coding"
"Q7Z4V5","HDGFL2","ENSG00000167674","84717","protein-coding"
"Q7L014","DDX46","ENSG00000145833","9879","protein-coding"
"Q9UHG0","DCDC2","ENSG00000146038","51473","protein-coding"
"P0DN76","U2AF1","ENSG00000160201","7307","protein-coding"
"P0DN76","LOC102724594","ENSG00000275895","102724594","protein-coding"
"Q01081","U2AF1","ENSG00000160201","7307","protein-coding"
"Q01081","LOC102724594","ENSG00000275895","102724594","protein-coding"
"P49792","RANBP2","ENSG00000153201","5903","protein-coding"
"B7Z6K7","ZNF814","ENSG00000204514","730051","protein-coding"
"P24043","LAMA2","ENSG00000196569","3908","protein-coding"
"Q8NHS0","DNAJB8","ENSG00000179407","165721","protein-coding"
"Q502X0","MORN2","ENSG00000188010","729967","protein-coding"
"Q9UN86","G3BP2","ENSG00000138757","9908","protein-coding"
"Q9Y4W6","AFG3L2","ENSG00000141385","10939","protein-coding"
"Q9BTC0","DIDO1","ENSG00000101191","11083","protein-coding"
"Q7Z6I6","ARHGAP30","ENSG00000186517","257106","protein-coding"
"P04745","AMY1A","ENSG00000237763","276","protein-coding"
"P04745","AMY1B","ENSG00000174876","277","protein-coding"
"P04745","AMY1C","ENSG00000187733","278","protein-coding"
"Q7Z7M0","MEGF8","ENSG00000105429","1954","protein-coding"
"Q96ST2","IWS1","ENSG00000163166","55677","protein-coding"
"Q86XK2","FBXO11","ENSG00000138081","80204","protein-coding"
"O75970","MPDZ","ENSG00000107186","8777","protein-coding"
"O15015","ZNF646","ENSG00000167395","9726","protein-coding"
"Q16527","CSRP2","ENSG00000175183","1466","protein-coding"
"Q8WUJ3","CEMIP","ENSG00000103888","57214","protein-coding"
"Q9NW75","GPATCH2","ENSG00000092978","55105","protein-coding"
"Q3L8U1","CHD9","ENSG00000177200","80205","protein-coding"
"O95343","SIX3","ENSG00000138083","6496","protein-coding"
"Q8WXA9","SREK1","ENSG00000153914","140890","protein-coding"
"Q9Y4B5","MTCL1","ENSG00000168502","23255","protein-coding"
"P50219","MNX1","ENSG00000130675","3110","protein-coding"
"O14686","KMT2D","ENSG00000167548","8085","protein-coding"
"Q9UBG3","CRNN","ENSG00000143536","49860","protein-coding"
"Q5QGS0","NEXMIF","ENSG00000050030","340533","protein-coding"
"P78358","CTAG1B","ENSG00000184033","1485","protein-coding"
"P78358","CTAG1A","ENSG00000268651","246100","protein-coding"
"Q9P127","LUZP4","ENSG00000102021","51213","protein-coding"
"P58400","NRXN1","ENSG00000179915","9378","protein-coding"
"P19961","AMY2B","ENSG00000240038","280","protein-coding"
"Q14671","PUM1","ENSG00000134644","9698","protein-coding"
"P49790","NUP153","ENSG00000124789","9972","protein-coding"
"Q9UJU3","ZNF112","ENSG00000062370","7771","protein-coding"
"Q4FZB7","KMT5B","ENSG00000110066","51111","protein-coding"
"Q86TD4","SRL","ENSG00000185739","6345","protein-coding"
"Q9Y6Q9","NCOA3","ENSG00000124151","8202","protein-coding"
"Q9H7N4","SCAF1","ENSG00000126461","58506","protein-coding"
"P31314","TLX1","ENSG00000107807","3195","protein-coding"
"P29536","LMOD1","ENSG00000163431","25802","protein-coding"
"P52597","HNRNPF","ENSG00000169813","3185","protein-coding"
"Q9NR30","DDX21","ENSG00000165732","9188","protein-coding"
"Q5U4P2","ASPHD1","ENSG00000174939","253982","protein-coding"
"Q6ZMW3","EML6","ENSG00000214595","400954","protein-coding"
"Q13451","FKBP5","ENSG00000096060","2289","protein-coding"
"O43493","TGOLN2","ENSG00000152291","10618","protein-coding"
"O60548","FOXD2","ENSG00000186564","2306","protein-coding"
"Q9UDY2","TJP2","ENSG00000119139","9414","protein-coding"
"Q96B18","DACT3","ENSG00000197380","147906","protein-coding"
"Q12946","FOXF1","ENSG00000103241","2294","protein-coding"
"Q9BW30","TPPP3","ENSG00000159713","51673","protein-coding"
"Q8IVL1","NAV2","ENSG00000166833","89797","protein-coding"
"P98160","HSPG2","ENSG00000142798","3339","protein-coding"
"Q9ULB1","NRXN1","ENSG00000179915","9378","protein-coding"
"Q9Y3X0","CCDC9","ENSG00000105321","26093","protein-coding"
"Q86WZ6","ZNF227","ENSG00000131115","7770","protein-coding"
"Q76FK4","NOL8","ENSG00000198000","55035","protein-coding"
"Q8NCJ5","SPRYD3","ENSG00000167778","84926","protein-coding"
"A2AJT9","BCLAF3","ENSG00000173681","256643","protein-coding"
"P21796","VDAC1","ENSG00000213585","7416","protein-coding"
"Q14004","CDK13","ENSG00000065883","8621","protein-coding"
"Q96I24","FUBP3","ENSG00000107164","8939","protein-coding"
"Q9NVW2","RLIM","ENSG00000131263","51132","protein-coding"
"P98175","RBM10","ENSG00000182872","8241","protein-coding"
"Q8TF72","SHROOM3","ENSG00000138771","57619","protein-coding"
"Q08945","SSRP1","ENSG00000149136","6749","protein-coding"
"A8MYA2","CXorf49","ENSG00000215115","100130361","protein-coding"
"A8MYA2","CXorf49B","ENSG00000215113","100132994","protein-coding"
"Q5QJ38","TCHHL1","ENSG00000182898","126637","protein-coding"
"P25054","APC","ENSG00000134982","324","protein-coding"
"O75592","MYCBP2","ENSG00000005810","23077","protein-coding"
"Q09019","DMWD","ENSG00000185800","1762","protein-coding"
"P35269","GTF2F1","ENSG00000125651","2962","protein-coding"
"P04746","AMY2A","ENSG00000243480","279","protein-coding"
"Q8TBB5","KLHDC4","ENSG00000104731","54758","protein-coding"
"Q8N142","ADSS1","ENSG00000185100","122622","protein-coding"
"P23284","PPIB","ENSG00000166794","5479","protein-coding"
"Q05519","SRSF11","ENSG00000116754","9295","protein-coding"
"P57055","RIPPLY3","ENSG00000183145","53820","protein-coding"
"Q13428","TCOF1","ENSG00000070814","6949","protein-coding"
"Q8IWL2","SFTPA1","ENSG00000122852","653509","protein-coding"
"O00160","MYO1F","ENSG00000142347","4542","protein-coding"
"P48681","NES","ENSG00000132688","10763","protein-coding"
"Q16787","LAMA3","ENSG00000053747","3909","protein-coding"
"Q9NPG3","UBN1","ENSG00000118900","29855","protein-coding"
"Q9Y2X9","ZNF281","ENSG00000162702","23528","protein-coding"
"Q9NZT2","OGFR","ENSG00000060491","11054","protein-coding"
"Q9NUD5","ZCCHC3","ENSG00000247315","85364","protein-coding"
"Q03001","DST","ENSG00000151914","667","protein-coding"
"Q9P266","JCAD","ENSG00000165757","57608","protein-coding"
"P51659","HSD17B4","ENSG00000133835","3295","protein-coding"
"Q9UHB7","AFF4","ENSG00000072364","27125","protein-coding"
"Q9Y2T7","YBX2","ENSG00000006047","51087","protein-coding"
"Q9Y2T7","YBX2","ENSG00000288504","51087","protein-coding"
"Q9H2Y7","ZNF106","ENSG00000103994","64397","protein-coding"
"Q9UIF8","BAZ2B","ENSG00000123636","29994","protein-coding"
"Q9UIF8","BAZ2B","ENSG00000226266","29994","protein-coding"
"Q86UL8","MAGI2","ENSG00000187391","9863","protein-coding"
"Q7Z417","NUFIP2","ENSG00000108256","57532","protein-coding"
"O14908","GIPC1","ENSG00000123159","10755","protein-coding"
"O95714","HERC2","ENSG00000128731","8924","protein-coding"
"O95714","HERC2","ENSG00000277278","8924","protein-coding"
"O95714","HERC2","ENSG00000276802","8924","protein-coding"
"P55808","XG","ENSG00000124343","7499","protein-coding"
"Q9UK96","FBXO10","ENSG00000147912","26267","protein-coding"
"Q9UK96","FBXO10","ENSG00000256966","26267","protein-coding"
"Q9BWW7","SCRT1","ENSG00000261678","83482","protein-coding"
"Q9BWW7","SCRT1","ENSG00000284923","83482","protein-coding"
"O95400","CD2BP2","ENSG00000169217","10421","protein-coding"
"Q86UE4","MTDH","ENSG00000147649","92140","protein-coding"
"O95936","EOMES","ENSG00000163508","8320","protein-coding"
"P29376","LTK","ENSG00000062524","4058","protein-coding"
"B3KS81","SRRM5","ENSG00000226763","100170229","protein-coding"
"Q9NX58","LYAR","ENSG00000145220","55646","protein-coding"
"P07910","HNRNPC","ENSG00000092199","3183","protein-coding"
"Q06787","FMR1","ENSG00000102081","2332","protein-coding"
"Q9P273","TENM3","ENSG00000218336","55714","protein-coding"
"Q5VWW1","C1QL3","ENSG00000165985","389941","protein-coding"
"Q12955","ANK3","ENSG00000151150","288","protein-coding"
"P35555","FBN1","ENSG00000166147","2200","protein-coding"
"Q96DH6","MSI2","ENSG00000153944","124540","protein-coding"
"Q92618","ZNF516","ENSG00000101493","9658","protein-coding"
"O60245","PCDH7","ENSG00000169851","5099","protein-coding"
"Q9Y512","SAMM50","ENSG00000100347","25813","protein-coding"
"P59282","TPPP2","ENSG00000179636","122664","protein-coding"
"Q9UKX7","NUP50","ENSG00000093000","10762","protein-coding"
"O43897","TLL1","ENSG00000038295","7092","protein-coding"
"Q1ED39","KNOP1","ENSG00000103550","400506","protein-coding"
"Q9BRR8","GPATCH1","ENSG00000076650","55094","protein-coding"
"Q9UMN6","KMT2B","ENSG00000272333","9757","protein-coding"
"Q8IWI9","MGA","ENSG00000174197","23269","protein-coding"
